datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
2016-10-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-10-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-10-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-10-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-11-25,100463.53007507323,32.18972650147043,7.5440000000000005,100495.7198015747,0.004957198015747011,1.004957198015747,0.0
2016-11-28,100265.81030273438,32.18972650147043,7.5440000000000005,100298.00002923585,-0.0019674447103741333,1.0029800002923586,0.0019771977233884463
2016-11-29,100166.97200012207,32.18972650147043,7.5440000000000005,100199.16172662354,-0.0009854463955760728,1.0019916172662355,0.002965580749511476
2016-11-30,99322.19876861572,32.18972650147043,7.5440000000000005,99354.3884951172,-0.008430941107183787,0.9935438849511721,0.011413313064574937
2016-12-01,98396.55914306642,32.18972650147043,7.5440000000000005,98428.74886956789,-0.009316544941492921,0.9842874886956791,0.020669709320067953
2016-12-02,98765.01204681396,32.18972650147043,7.5440000000000005,98797.20177331544,0.003743346410262749,0.9879720177331546,0.016985180282592438
2016-12-05,98055.07129669188,32.18972650147043,7.5440000000000005,98087.26102319335,-0.00718583864096678,0.9808726102319337,0.024084587783813283
2016-12-06,98809.9418182373,32.18972650147043,7.5440000000000005,98842.13154473878,0.00769590784441343,0.988421315447388,0.016535882568359028
2016-12-07,99780.54718780518,32.18972650147043,7.5440000000000005,99812.73691430665,0.009819753524118902,0.9981273691430667,0.006829828872680355
2016-12-08,100760.09534454347,32.18972650147043,7.5440000000000005,100792.28507104494,0.009813859303139605,1.0079228507104496,0.0
2016-12-09,102404.6760635376,32.18972650147043,7.5440000000000005,102436.86579003907,0.016316533729093585,1.0243686579003908,0.0
2016-12-12,101820.53867340088,32.18972650147043,7.5440000000000005,101852.72839990235,-0.005702413731927369,1.0185272839990236,0.005841373901367186
2016-12-13,103519.05670166017,32.18972650147043,7.5440000000000005,103551.24642816164,0.016676215305597264,1.0355124642816165,0.0
2016-12-14,103519.05670166017,32.18972650147043,7.5440000000000005,103551.24642816164,0.0,1.0355124642816165,0.0
2016-12-15,104085.20779418945,32.18972650147043,7.5440000000000005,104117.39752069092,0.005467351790130692,1.0411739752069091,0.0
2016-12-16,104220.01149749756,32.18972650147043,7.5440000000000005,104252.20122399903,0.0012947279370991716,1.04252201223999,0.0
2016-12-19,104822.1351852417,32.18972650147043,7.5440000000000005,104854.32491174317,0.005775644836989224,1.0485432491174316,0.0
2016-12-20,105100.72135162354,32.18972650147043,7.5440000000000005,105132.911078125,0.00265688770221284,1.05132911078125,0.0
2016-12-21,105199.58123779295,32.18972650147043,7.5440000000000005,105231.77096429442,0.0009403324340173658,1.0523177096429441,0.0
2016-12-22,104507.59081268312,32.18972650147043,7.5440000000000005,104539.78053918459,-0.006575869804040679,1.0453978053918458,0.006919904251098341
2016-12-23,104714.28215026855,32.18972650147043,7.5440000000000005,104746.47187677003,0.0019771548832356878,1.0474647187677002,0.004852990875243934
2016-12-27,105379.30751800537,32.18972650147043,7.5440000000000005,105411.49724450684,0.006348904701240832,1.0541149724450685,0.0
2016-12-28,104929.97383117677,32.18972650147043,7.5440000000000005,104962.16355767824,-0.00426266297865352,1.0496216355767825,0.004493336868286013
2016-12-29,104903.01596832275,32.18972650147043,7.5440000000000005,104935.20569482422,-0.00025683410040611143,1.0493520569482424,0.004762915496826059
2016-12-30,104085.20779418945,32.18972650147043,7.5440000000000005,104117.39752069092,-0.007793458532036168,1.0411739752069094,0.012940997238159113
2017-01-03,104381.7586746216,32.18972650147043,7.5440000000000005,104413.94840112307,0.0028482356214600824,1.0441394840112308,0.009975488433837665
2017-01-04,104264.9412689209,32.18972650147043,7.5440000000000005,104297.13099542237,-0.0011187911911149095,1.0429713099542237,0.011143662490844752
2017-01-05,104795.1773223877,32.18972650147043,7.5440000000000005,104827.36704888917,0.005083898745882776,1.0482736704888918,0.005841301956176714
2017-01-06,105963.4664916992,32.18972650147043,7.5440000000000005,105995.65621820067,0.011144887086276256,1.0599565621820068,0.0
2017-01-09,106934.02869415285,32.18972650147043,7.5440000000000005,106966.21842065432,0.00915662242286297,1.0696621842065435,0.0
2017-01-10,107041.88172912598,32.18972650147043,7.5440000000000005,107074.07145562745,0.00100829062264296,1.0707407145562746,0.0
2017-01-11,107617.03316497803,32.18972650147043,7.5440000000000005,107649.2228914795,0.005371528587949426,1.0764922289147951,0.0
2017-01-12,107167.6635055542,32.18972650147043,7.5440000000000005,107199.85323205567,-0.004174388326767864,1.071998532320557,0.00449369659423815
2017-01-13,106978.95846557617,32.18972650147043,7.5440000000000005,107011.14819207764,-0.001760310618798444,1.0701114819207767,0.006380746994018471
2017-01-17,107841.70360565187,32.18972650147043,7.5440000000000005,107873.89333215334,0.008062198702205592,1.0787389333215336,0.0
2017-01-18,107832.7032623291,32.18972650147043,7.5440000000000005,107864.89298883057,-8.343393424259382e-05,1.078648929888306,9.00034332276256e-05
2017-01-19,107643.97663879395,32.18972650147043,7.5440000000000005,107676.16636529542,-0.00174965754200207,1.0767616636529544,0.00197726966857914
2017-01-20,107841.70360565187,32.18972650147043,7.5440000000000005,107873.89333215334,0.0018363113540569298,1.0787389333215336,0.0
2017-01-23,107913.59843444823,32.18972650147043,7.5440000000000005,107945.7881609497,0.0006664710670540863,1.079457881609497,0.0
2017-01-24,107814.74574279785,32.18972650147043,7.5440000000000005,107846.93546929932,-0.0009157623778982549,1.0784693546929933,0.0009885269165037514
2017-01-25,109531.22129058838,32.18972650147043,7.5440000000000005,109563.41101708985,0.01591584907184651,1.0956341101708986,0.0
2017-01-26,109585.12982177733,32.18972650147043,7.5440000000000005,109617.3195482788,0.0004920304204525383,1.0961731954827882,0.0
2017-01-27,109594.12297058105,32.18972650147043,7.5440000000000005,109626.31269708253,8.20413128215236e-05,1.0962631269708254,0.0
2017-01-30,109306.52926635742,32.18972650147043,7.5440000000000005,109338.71899285889,-0.002623400323773617,1.093387189928589,0.0028759370422364317
2017-01-31,109054.90815734865,32.18972650147043,7.5440000000000005,109087.09788385012,-0.002301299222512432,1.0908709788385011,0.005392148132324248
2017-02-01,115705.14744567871,32.18972650147043,7.5440000000000005,115737.33717218018,0.0609626566050081,1.1573733717218018,0.0
2017-02-02,115507.44925689697,32.18972650147043,7.5440000000000005,115539.63898339844,-0.0017081625827249924,1.1553963898339843,0.001976981887817475
2017-02-03,116001.72710418701,32.18972650147043,7.5440000000000005,116033.91683068848,0.004277993696700566,1.1603391683068847,0.0
2017-02-06,117089.12829589844,32.18972650147043,7.5440000000000005,117121.31802239991,0.009371408131452652,1.171213180223999,0.0
2017-02-07,118203.4729614258,32.18972650147043,7.5440000000000005,118235.66268792727,0.009514447790915703,1.1823566268792725,0.0
2017-02-08,118661.80699157715,32.18972650147043,7.5440000000000005,118693.99671807862,0.003876444887538577,1.1869399671807859,0.0
2017-02-09,119519.25696563722,32.18972650147043,7.5440000000000005,119551.44669213869,0.007224038264518784,1.1955144669213866,0.0
2017-02-10,119248.46965789795,32.18972650147043,7.5440000000000005,119280.65938439942,-0.0022650274440976226,1.192806593843994,0.0027078730773926196
2017-02-13,120304.48835754395,32.18972650147043,7.5440000000000005,120336.67808404542,0.008853226542308246,1.203366780840454,0.0
2017-02-14,121865.95799255371,32.18972650147043,7.5440000000000005,121898.14771905518,0.012975841280238765,1.2189814771905516,0.0
2017-02-15,122308.21946716309,32.18972650147043,7.5440000000000005,122340.40919366456,0.0036281230099466377,1.2234040919366453,0.0
2017-02-16,122163.81108093259,32.18972650147043,7.5440000000000005,122196.00080743406,-0.001180381749434023,1.2219600080743405,0.001444083862304879
2017-02-17,122497.78065490723,32.18972650147043,7.5440000000000005,122529.9703814087,0.0027330646810685977,1.2252997038140867,0.0
2017-02-21,123382.31799316406,32.18972650147043,7.5440000000000005,123414.50771966553,0.0072189468054506545,1.2341450771966551,0.0
2017-02-22,123752.34649658206,32.18972650147043,7.5440000000000005,123784.53622308353,0.0029982577433969038,1.2378453622308352,0.0
2017-02-23,123228.84451293945,32.18972650147043,7.5440000000000005,123261.03423944092,-0.004229138789187292,1.2326103423944093,0.005235019836425936
2017-02-24,123346.21589660647,32.18972650147043,7.5440000000000005,123378.40562310794,0.0009522180662464574,1.2337840562310793,0.004061305999755849
2017-02-27,123589.8942565918,32.18972650147043,7.5440000000000005,123622.08398309327,0.0019750487028475927,1.2362208398309327,0.0016245223999025171
2017-02-28,123644.06898498535,32.18972650147043,7.5440000000000005,123676.25871148682,0.00043822856441222413,1.2367625871148682,0.001082775115966994
2017-03-01,126171.23013305664,32.18972650147043,7.5440000000000005,126203.41985955811,0.020433680436329205,1.2620341985955812,0.0
2017-03-02,125422.12242126465,32.18972650147043,7.5440000000000005,125454.31214776612,-0.005935716422150961,1.2545431214776612,0.007491077117919964
2017-03-03,126162.22259521481,32.18972650147043,7.5440000000000005,126194.41232171629,0.005899360183637459,1.2619441232171629,9.007537841831947e-05
2017-03-06,125765.08514404294,32.18972650147043,7.5440000000000005,125797.27487054441,-0.0031470288094802568,1.2579727487054442,0.004061449890137014
2017-03-07,125927.56616210938,32.18972650147043,7.5440000000000005,125959.75588861085,0.0012916099989737084,1.2595975588861086,0.00243663970947261
2017-03-08,125458.21012878415,32.18972650147043,7.5440000000000005,125490.39985528562,-0.003726238035426821,1.2549039985528563,0.00713020004272491
2017-03-09,125169.37896728519,32.18972650147043,7.5440000000000005,125201.56869378666,-0.0023016195807172846,1.2520156869378667,0.010018511657714502
2017-03-10,125584.58905029294,32.18972650147043,7.5440000000000005,125616.77877679441,0.0033163329129146657,1.2561677877679442,0.0058664108276369475
2017-03-13,125638.72061157227,32.18972650147043,7.5440000000000005,125670.91033807374,0.00043092620115281477,1.2567091033807376,0.005325095214843589
2017-03-14,125449.20259094241,32.18972650147043,7.5440000000000005,125481.39231744388,-0.0015080500341727587,1.254813923174439,0.007220275421142119
2017-03-15,126776.00140380856,32.18972650147043,7.5440000000000005,126808.19113031004,0.010573669835521216,1.2680819113031008,0.0
2017-03-16,126983.56327819821,32.18972650147043,7.5440000000000005,127015.75300469968,0.0016368175631207293,1.2701575300469974,0.0
2017-03-17,126351.78378295898,32.18972650147043,7.5440000000000005,126383.97350946045,-0.004974024719719972,1.2638397350946051,0.006317794952392264
2017-03-20,127678.56820678711,32.18972650147043,7.5440000000000005,127710.75793328858,0.010498043280217084,1.2771075793328863,0.0
2017-03-21,126216.38293457031,32.18972650147043,7.5440000000000005,126248.57266107178,-0.011449194225130133,1.2624857266107183,0.014621852722167983
2017-03-22,127642.46611022946,32.18972650147043,7.5440000000000005,127674.65583673093,0.011295836028876405,1.2767465583673099,0.0003610209655764418
2017-03-23,127191.13954162598,32.18972650147043,7.5440000000000005,127223.32926812745,-0.003534973841485378,1.272233292681275,0.004874286651611381
2017-03-24,126938.43925476071,32.18972650147043,7.5440000000000005,126970.62898126218,-0.0019862731805476708,1.2697062898126223,0.007401289520263976
2017-03-27,127155.08061218259,32.18972650147043,7.5440000000000005,127187.27033868406,0.0017062320566580969,1.271872703386841,0.005234875946045214
2017-03-28,129790.6056060791,32.18972650147043,7.5440000000000005,129822.79533258057,0.020721609850407496,1.2982279533258063,0.0
2017-03-29,130079.39360046384,32.18972650147043,7.5440000000000005,130111.58332696531,0.002224478325589363,1.3011158332696537,0.0
2017-03-30,129907.90504455566,32.18972650147043,7.5440000000000005,129940.09477105713,-0.0013180114446630364,1.2994009477105721,0.0017148855590816137
2017-03-31,129664.2410736084,32.18972650147043,7.5440000000000005,129696.43080010987,-0.0018752023490253844,1.2969643080010995,0.004151525268554224
2017-04-03,129700.3575592041,32.18972650147043,7.5440000000000005,129732.54728570557,0.0002784693871134003,1.2973254728570565,0.0037903604125972823
2017-04-04,130666.09223937991,32.18972650147043,7.5440000000000005,130698.28196588138,0.007444043151708213,1.3069828196588147,0.0
2017-04-05,129989.14555358884,32.18972650147043,7.5440000000000005,130021.33528009031,-0.005179461241638927,1.3002133528009039,0.0067694668579108
2017-04-06,129664.2410736084,32.18972650147043,7.5440000000000005,129696.43080010987,-0.002498855124664967,1.2969643080010995,0.010018511657715168
2017-04-07,129375.40991210938,32.18972650147043,7.5440000000000005,129407.59963861085,-0.0022269784890547317,1.2940759963861093,0.012906823272705426
2017-04-10,129221.96520996094,32.18972650147043,7.5440000000000005,129254.15493646241,-0.0011857472248689715,1.2925415493646248,0.014441270294189845
2017-04-11,127832.01290893555,32.18972650147043,7.5440000000000005,127864.20263543702,-0.010753637294744212,1.278642026354371,0.028340793304443723
2017-04-12,127985.41444396973,32.18972650147043,7.5440000000000005,128017.6041704712,0.0011997222981285915,1.2801760417047126,0.026806777954102134
2017-04-13,127308.51092529294,32.18972650147043,7.5440000000000005,127340.70065179441,-0.005287581524923812,1.2734070065179446,0.0335758131408701
2017-04-17,128012.50900268555,32.18972650147043,7.5440000000000005,128044.69872918702,0.005528460843934324,1.2804469872918707,0.026535832366944012
2017-04-18,127443.91177368164,32.18972650147043,7.5440000000000005,127476.10150018311,-0.004440615149608695,1.2747610150018316,0.0322218046569831
2017-04-19,126974.54135131836,32.18972650147043,7.5440000000000005,127006.73107781983,-0.0036820268021972025,1.2700673107781988,0.0369155088806159
2017-04-20,128563.09115600586,32.18972650147043,7.5440000000000005,128595.28088250733,0.012507603268004486,1.2859528088250738,0.021030010833740898
2017-04-21,128409.66084289554,32.18972650147043,7.5440000000000005,128441.85056939701,-0.0011931255335140278,1.2844185056939705,0.02256431396484415
2017-04-24,129646.18283081055,32.18972650147043,7.5440000000000005,129678.37255731202,0.00962709570465825,1.2967837255731205,0.010199094085694194
2017-04-25,130449.47966003415,32.18972650147043,7.5440000000000005,130481.66938653562,0.006194532005470599,1.3048166938653565,0.0021661257934582068
2017-04-26,129682.29931640625,32.18972650147043,7.5440000000000005,129714.48904290772,-0.005879602454772592,1.2971448904290774,0.009837929229737252
2017-04-27,129781.55490112305,32.18972650147043,7.5440000000000005,129813.74462762452,0.0007651850263539206,1.2981374462762452,0.008845373382569521
2017-04-28,129655.2047576904,32.18972650147043,7.5440000000000005,129687.39448419187,-0.0009733186866698329,1.2968739448419186,0.01010887481689604
2017-05-01,132299.7660675049,32.18972650147043,7.5440000000000005,132331.95579400638,0.0203918146426858,1.3233195579400638,0.0
2017-05-02,133139.13621520996,32.18972650147043,7.5440000000000005,133171.32594171143,0.006342913491066637,1.3317132594171142,0.0
2017-05-03,132733.02000427246,32.18972650147043,7.5440000000000005,132765.20973077393,-0.0030495769871304867,1.3276520973077393,0.004061162109374905
2017-05-04,132254.6132659912,32.18972650147043,7.5440000000000005,132286.80299249268,-0.0036034043801940197,1.3228680299249267,0.008845229492187467
2017-05-05,134447.87678527832,32.18972650147043,7.5440000000000005,134480.0665117798,0.016579609376542015,1.3448006651177977,0.0
2017-05-08,138103.3399658203,32.18972650147043,7.5440000000000005,138135.52969232178,0.02718219343103745,1.3813552969232175,0.0
2017-05-09,138987.86291503906,32.18972650147043,7.5440000000000005,139020.05264154053,0.006403297914655992,1.390200526415405,0.0
2017-05-10,138328.9600830078,32.18972650147043,7.5440000000000005,138361.14980950928,-0.004739624388793828,1.3836114980950924,0.0065890283203124955
2017-05-11,139525.26470947266,32.18972650147043,7.5440000000000005,139557.45443597413,0.008646246638683408,1.395574544359741,0.0
2017-05-12,141473.8282470703,32.18972650147043,7.5440000000000005,141506.01797357178,0.013962446832187059,1.4150601797357174,0.0
2017-05-15,141111.3252105713,32.18972650147043,7.5440000000000005,141143.51493707276,-0.0025617499643494357,1.4114351493707271,0.0036250303649902893
2017-05-16,140902.84243774414,32.18972650147043,7.5440000000000005,140935.0321642456,-0.0014770977817868403,1.4093503216424557,0.005709858093261744
2017-05-17,136171.97132873535,32.18972650147043,7.5440000000000005,136204.16105523682,-0.03356774420355213,1.3620416105523678,0.05301856918334957
2017-05-18,138247.37423706055,32.18972650147043,7.5440000000000005,138279.56396356202,0.015237441295817167,1.3827956396356198,0.032264540100097605
2017-05-19,138718.64401245117,32.18972650147043,7.5440000000000005,138750.83373895264,0.0034080941672249843,1.387508337389526,0.027551842346191346
2017-05-22,139561.52508544922,32.18972650147043,7.5440000000000005,139593.7148119507,0.006074782041193716,1.3959371481195064,0.019123031616210984
2017-05-23,139389.3314666748,32.18972650147043,7.5440000000000005,139421.52119317628,-0.0012335341817243384,1.3942152119317621,0.020844967803955283
2017-05-24,138972.43786621094,32.18972650147043,7.5440000000000005,139004.6275927124,-0.0029901667755168893,1.3900462759271235,0.025013903808593918
2017-05-25,139452.74395751953,32.18972650147043,7.5440000000000005,139484.933684021,0.0034553244710378017,1.3948493368402095,0.020210842895507897
2017-05-26,139217.16662597656,32.18972650147043,7.5440000000000005,139249.35635247803,-0.0016889087969645944,1.39249356352478,0.022566616210937473
2017-05-30,139271.52841186523,32.18972650147043,7.5440000000000005,139303.7181383667,0.0003903916492875581,1.3930371813836666,0.022022998352050793
2017-05-31,138446.77752685547,32.18972650147043,7.5440000000000005,138478.96725335694,-0.005920523127678212,1.3847896725335689,0.030270507202148522
2017-06-01,138827.42514038086,32.18972650147043,7.5440000000000005,138859.61486688233,0.002748775652182456,1.388596148668823,0.026464031066894433
2017-06-02,140884.74102783203,32.18972650147043,7.5440000000000005,140916.9307543335,0.014815797159047461,1.4091693075433347,0.005890872192382712
2017-06-05,139507.14891052246,32.18972650147043,7.5440000000000005,139539.33863702393,-0.009775916278727204,1.395393386370239,0.019666793365478386
2017-06-06,139978.43307495117,32.18972650147043,7.5440000000000005,140010.62280145264,0.0033774286809158394,1.4001062280145262,0.014953951721191183
2017-06-07,140812.24905395508,32.18972650147043,7.5440000000000005,140844.43878045655,0.005955376544437785,1.4084443878045652,0.006615791931152248
2017-06-08,140467.84742736816,32.18972650147043,7.5440000000000005,140500.03715386963,-0.0024452625149350427,1.405000371538696,0.010059808197021347
2017-06-09,135020.94900512695,32.18972650147043,7.5440000000000005,135053.13873162842,-0.03876795004883882,1.3505313873162839,0.06452879241943354
2017-06-12,131794.53816223147,32.18972650147043,7.5440000000000005,131826.72788873294,-0.02388993601479239,1.318267278887329,0.09679290084838832
2017-06-13,132854.90954589844,32.18972650147043,7.5440000000000005,132887.0992723999,0.0080436752140427,1.3288709927239986,0.08618918701171885
2017-06-14,131558.88888549805,32.18972650147043,7.5440000000000005,131591.07861199952,-0.009752795173470719,1.3159107861199948,0.09914939361572261
2017-06-15,130770.36959838867,32.18972650147043,7.5440000000000005,130802.55932489014,-0.005992194117006577,1.308025593248901,0.1070345864868163
2017-06-16,128939.68106079102,32.18972650147043,7.5440000000000005,128971.87078729249,-0.013995815884997764,1.2897187078729244,0.12534147186279299
2017-06-19,132628.31097412106,32.18972650147043,7.5440000000000005,132660.50070062254,0.028600266793163964,1.3266050070062247,0.08845517272949266
2017-06-20,131422.9412536621,32.18972650147043,7.5440000000000005,131455.13098016358,-0.009086123707456317,1.3145513098016353,0.10050886993408215
2017-06-21,132202.3522796631,32.18972650147043,7.5440000000000005,132234.54200616456,0.0059291031106163405,1.322345420061645,0.0927147596740725
2017-06-22,131984.87635803223,32.18972650147043,7.5440000000000005,132017.0660845337,-0.0016446226404347453,1.3201706608453363,0.09488951889038111
2017-06-23,132573.93479919434,32.18972650147043,7.5440000000000005,132606.1245256958,0.004461987064497519,1.3260612452569573,0.08899893447876006
2017-06-26,132157.04119873044,32.18972650147043,7.5440000000000005,132189.2309252319,-0.003143848762302892,1.3218923092523185,0.09316787048339892
2017-06-27,130262.8538360596,32.18972650147043,7.5440000000000005,130295.04356256107,-0.014329362153125969,1.30295043562561,0.11210974411010732
2017-06-28,132166.12068176272,32.18972650147043,7.5440000000000005,132198.3104082642,0.014607361827921439,1.3219831040826413,0.0930770756530761
2017-06-29,130217.55714416504,32.18972650147043,7.5440000000000005,130249.74687066651,-0.014739700769094477,1.3024974687066644,0.11256271102905302
2017-06-30,130525.69839477539,32.18972650147043,7.5440000000000005,130557.88812127686,0.0023657723566734568,1.3055788812127678,0.10948129852294963
2017-07-03,130054.39984130856,32.18972650147043,7.5440000000000005,130086.58956781004,-0.0036098818711668423,1.3008658956780994,0.114194284057618
2017-07-05,130589.13966369629,32.18972650147043,7.5440000000000005,130621.32939019776,0.004110645256857781,1.3062132939019766,0.1088468858337408
2017-07-06,129356.57466125491,32.18972650147043,7.5440000000000005,129388.76438775638,-0.009436169484689616,1.2938876438775628,0.12117253585815457
2017-07-07,130670.71112060544,32.18972650147043,7.5440000000000005,130702.90084710691,0.010156495933544063,1.3070290084710683,0.10803117126464912
2017-07-10,131468.22355651853,32.18972650147043,7.5440000000000005,131500.41328302,0.0061017194778714146,1.3150041328301991,0.10005604690551828
2017-07-11,131894.21102905273,32.18972650147043,7.5440000000000005,131926.4007555542,0.0032394382793108356,1.3192640075555413,0.09579617218017611
2017-07-12,132084.5348358154,32.18972650147043,7.5440000000000005,132116.72456231687,0.0014426514001191215,1.321167245623168,0.0938929341125494
2017-07-13,133924.36041259766,32.18972650147043,7.5440000000000005,133956.55013909913,0.01392575832376508,1.3395655013909906,0.07549467834472678
2017-07-14,135075.3395690918,32.18972650147043,7.5440000000000005,135107.52929559327,0.008592182728645703,1.351075292955932,0.06398488677978542
2017-07-17,135546.59495544434,32.18972650147043,7.5440000000000005,135578.7846819458,0.0034880023993444365,1.3557878468194573,0.059272332916260106
2017-07-18,136017.89350891113,32.18972650147043,7.5440000000000005,136050.0832354126,0.0034761969180681085,1.3605008323541252,0.05455934738159218
2017-07-19,136869.81089782715,32.18972650147043,7.5440000000000005,136902.00062432862,0.006261792485947382,1.3690200062432853,0.04604017349243206
2017-07-20,136253.51400756836,32.18972650147043,7.5440000000000005,136285.70373406983,-0.0045017376477204385,1.3628570373406974,0.05220314239502
2017-07-21,136190.07273864746,32.18972650147043,7.5440000000000005,136222.26246514893,-0.0004655020092546591,1.3622226246514884,0.05283755508422905
2017-07-24,137839.574508667,32.18972650147043,7.5440000000000005,137871.76423516846,0.012108900117860921,1.3787176423516836,0.03634253738403381
2017-07-25,138428.6473388672,32.18972650147043,7.5440000000000005,138460.83706536866,0.004272614000901731,1.3846083706536856,0.030451809082031822
2017-07-26,139081.20460510254,32.18972650147043,7.5440000000000005,139113.394331604,0.004712937463517308,1.391133943316039,0.023926236419678393
2017-07-27,136452.91729736328,32.18972650147043,7.5440000000000005,136485.10702386475,-0.018893129021596677,1.3648510702386465,0.050209109497070914
2017-07-28,135492.23316955566,32.18972650147043,7.5440000000000005,135524.42289605713,-0.0070387469281878445,1.3552442289605704,0.05981595077514701
2017-07-31,134794.37921142578,32.18972650147043,7.5440000000000005,134826.56893792725,-0.005149285591609654,1.3482656893792715,0.06679449035644591
2017-08-01,135990.7126159668,32.18972650147043,7.5440000000000005,136022.90234246827,0.008873128004108777,1.3602290234246817,0.054831156311035745
2017-08-02,142416.38218688965,32.18972650147043,7.5440000000000005,142448.57191339112,0.04723961524320952,1.4244857191339102,0.0
2017-08-03,140993.49337768555,32.18972650147043,7.5440000000000005,141025.68310418702,-0.009988789568695866,1.4102568310418693,0.014228888092040926
2017-08-04,141736.65841674805,32.18972650147043,7.5440000000000005,141768.84814324952,0.005269714159182426,1.4176884814324944,0.006797237701415826
2017-08-07,143929.92193603516,32.18972650147043,7.5440000000000005,143962.11166253663,0.015470701412985566,1.4396211166253654,0.0
2017-08-08,145080.91548156738,32.18972650147043,7.5440000000000005,145113.10520806885,0.007995114355020538,1.4511310520806875,0.0
2017-08-09,145969.07885742188,32.18972650147043,7.5440000000000005,146001.26858392335,0.0061204904586735775,1.4600126858392324,0.0
2017-08-10,141319.70726013184,32.18972650147043,7.5440000000000005,141351.8969866333,-0.03184473424364476,1.413518969866332,0.04649371597290042
2017-08-11,143285.01963806152,32.18972650147043,7.5440000000000005,143317.209364563,0.013903685906072605,1.4331720936456287,0.026840592193603685
2017-08-14,145441.3752746582,32.18972650147043,7.5440000000000005,145473.56500115967,0.01504603422127393,1.4547356500115955,0.005277035827636833
2017-08-15,147033.6230621338,32.18972650147043,7.5440000000000005,147065.81278863526,0.010945272341836843,1.4706581278863515,0.0
2017-08-16,146442.23359680176,32.18972650147043,7.5440000000000005,146474.42332330323,-0.0040212572461145735,1.4647442332330312,0.005913894653320373
2017-08-17,143630.74505615234,32.18972650147043,7.5440000000000005,143662.9347826538,-0.01919439910982823,1.436629347826537,0.03402878005981447
2017-08-18,143303.22177124023,32.18972650147043,7.5440000000000005,143335.4114977417,-0.0022798036627026397,1.433354114977416,0.03730401290893548
2017-08-21,143039.3555908203,32.18972650147043,7.5440000000000005,143071.54531732178,-0.0018409001492564192,1.430715453173217,0.03994267471313462
2017-08-22,145377.70378112793,32.18972650147043,7.5440000000000005,145409.8935076294,0.016343908113394257,1.4540989350762932,0.016559192810058354
2017-08-23,145559.6531677246,32.18972650147043,7.5440000000000005,145591.84289422608,0.0012512861553477528,1.45591842894226,0.01473969894409155
2017-08-24,144913.65730285645,32.18972650147043,7.5440000000000005,144945.84702935792,-0.004437033366886389,1.4494584702935784,0.02119965759277309
2017-08-25,145450.4835357666,32.18972650147043,7.5440000000000005,145482.67326226807,0.003703633073401713,1.45482673262268,0.0158313952636715
2017-08-28,146915.35955810547,32.18972650147043,7.5440000000000005,146947.54928460694,0.010069075509068215,1.4694754928460687,0.00118263504028282
2017-08-29,148225.5534210205,32.18972650147043,7.5440000000000005,148257.74314752198,0.00891606474074269,1.482577431475219,0.0
2017-08-30,148625.91401672363,32.18972650147043,7.5440000000000005,148658.1037432251,0.002700436329350797,1.4865810374322501,0.0
2017-08-31,149217.28909301758,32.18972650147043,7.5440000000000005,149249.47881951905,0.003978088388073564,1.4924947881951898,0.0
2017-09-01,149262.81600952148,32.18972650147043,7.5440000000000005,149295.00573602295,0.00030503903172052205,1.4929500573602288,0.0
2017-09-05,147470.37353515625,32.18972650147043,7.5440000000000005,147502.56326165772,-0.012006044445549313,1.4750256326165765,0.0179244247436523
2017-09-06,147315.66259765625,32.18972650147043,7.5440000000000005,147347.85232415772,-0.0010488694845631752,1.4734785232415766,0.01947153411865221
2017-09-07,146724.2875213623,32.18972650147043,7.5440000000000005,146756.47724786378,-0.004013462476486929,1.4675647724786371,0.02538528488159164
2017-09-08,144331.36170959473,32.18972650147043,7.5440000000000005,144363.5514360962,-0.016305418722514453,1.4436355143609614,0.04931454299926741
2017-09-11,146942.6555633545,32.18972650147043,7.5440000000000005,146974.84528985596,0.018088318192391428,1.4697484528985592,0.023201604461669634
